Head Word,Date,Source,Author,Vol / Page,Edition,Quote,Notes
Yankee start,"Mar 6, 1901",Otago Witness,,6,,"PeoplecomingintotheroomgotratheraYankeestart,youbet.",fig.
Yankee start,"May 3, 1910",Hawera & Normanby Star,,2,,"Bywayofshowingthegallopingpowersofhisyoungones,MrHughesisfondofgivingthemaYankeestartwithadogthatcangoabitquickhimself.",
Yankee sweat,"Dec 22, 2001",Listener (New Zealand Listener),,62,,"Bookmakerscalledthehorses'odds,spielers(gamblingoperators)setupboothsfordicegamessuchas""yankeesweat""and""underandovers"",andaswellasbeertents,opiumdenswereinevidenceatsomemeetings.",
Yankee tomahawk,1874,Edward Crewe,BAINES,131,,"Wecalledatthetown[for]...thatmostusefularticlewhentravelling,viz.atomahawk-nothingsohandy:youcutyourfirewoodwithit...,alsoifyouhavetobuildahut,aYankeetomahawkisthebesttoolpossibleforthepurpose.",
Yankee tournament,"Jul 23, 1934",Napier Daily Telegraph,,2,,TheYankeetournamentinthesecondgradesectionoftheNapierbasketballteamswasreplayedonSaturday.,
Yankee tournament,1982,WAAF Book,MACKENZIE,76,,"Apparently,chocolatewasdoledoutforprizesintheallranksandbothsexesYankeetennistournamentheldatWoodbourne.",
Yankee tournament,"Oct 29, 1892",Otago Daily Times,,5,,"TwoYankeetournamentswereplayedonholidaystowardstheendofthesummer,andprovedsosuccessfulthatitisamatterforconsiderationwhetherasimilartournamentamongstallmembersoftheclubwhocaredtoentermightnotbestartedatthebeginningoftheseasonandcarriedonfromSaturdaytoSaturday.",
Yankee tournament,"Jul 18, 1903",Grey River Argus,,2,,TheYankeetournamentwillberesumedto-dayattheTennisCourt.,
Yankee tournament,"Nov 25, 1912",Colonist (Nelson),,5,,"TheweatherwasperfectfortheYankeetournamentplayedontheBrookClub'scourtsonSaturday,andthelawnswereinfinecondition.",
Yankee tournament,"Sep 28, 1920",Eve Stanley of NZ,,8,,TheVictoriaUniversityCollegeTennisClubopeneditsseasonwithasealedhandicapYankeeTournamentyesterday.,
Yankee tournament,"Sep 13, 1943",Evening Post,,7,,"W.A.A.C.,W.A.A.F.,andW.R.N.S.teamstookpartinaYankeetournamentinWellington.",
Yankee wagon,1862,Dunedin Songster,THATCHER,I 6,,"Troops[scpolice]werehuddledupinaYankeeWagon,topickupanystraydrunks.",
YAQ,1972,Sheepfarming Annual 1972,BARTON,72,,"YAQoxorheifer=Youngaveragequality.Carcassesinthisgrademustbefromcattleyoungerthantwoyearsatslaughter.YAQgradeis,ineffect,reservedforyoungBoner-typecarcasses.",
yard,"Jun 8, 1864",Haldon Station Diary,,251,,Fraserandbrothercamewith1000ewes.Iyardedthem.,in Vance (1965) High Endeavour
yard,Oct 1918,NZ Farmer,,1243,,Thenightpenshouldbeyardedearlyintheafternoon.,
yard,1966,Fiordland Muster,SHARPE,109,,..JimandIgotthecattleyardedanddraftedthemagain.,
yard,1994,I Was So Lucky,SALISBURY,23,,"Wehadtorunoutdockingnetsontopoststhatwereinthegroundreadytomaketheholdingyardfortheshepherdstoyardinto..Astheydidnotflapinthewindlikedockingscrim,itwaseasiertoyardsheepupagainstthem.",
yard,1993,Farming Under Aspiring,ASPINALL,150,,Oncethesheepareyardedthefirstjobistotrimthedaggyeweswithhandshears.,
yard,1983,Down from Marble Mountain,HENDERSON,26,,"Dad..crouchedbeneaththattravestyofanoldfelthatmarkedfrommanyabilly'shotwirehandle,andfrombeatingand""yah-hooing""atyardedstubbornsheeporupbraidingatwo-tooth.",
yard,"Sep 19, 1856",Diary,WHS ROBERTS,42,,"Iyokedupthebullocks.Thebullockyokewasasquarepieceofwhitepinesmoothedandhollowedouttofitthenecksofthetwobullocks,withholesfortheironbowswhichwentroundtheneckandthroughtheyoke,beingfastenedabovewithakeytiedwithabitofgreenhide;inthecentreaboltwitharingcalled`thestart'passedthroughtheyoke,towhichthechainwasfastenedfromthesledge.<i>IBid.</i>Dec18p.43.AtMacfarlane'sthemensaddledfreshhorsesandrodeinsomecattlewhichwehadagreatbothertoyard,aseverythingwasnew...Theyardwasdividedintothree-onelargeandtwosmall-butastherewasnocrushpen,ordraftingrace,wehadtoheadropethoserequiringbranding,andafterhaulingthemuptoacornerpost,leg-ropedandthrewthemon[44]theirside,placingalongleverontheirneckandunderthelowestrailsothattheywouldnotmovemuch...Whenreleasedthepoorbeastisnotinanamiabletemper...Soanyoneintheyardhastoclimbtherailsquickly...,andtheideathatitmaycatchyoubeforeyourlegsaresafelyoverthecaprailcertainlyacceleratesone'smovements.",W.H.S. Roberts diary in 1947 Beattie Early Runholding
yard,"Mar 13, 1862",Chudleigh Diary,,28,1950,Draper...andmyselfwereontherunalldaycuttingoutbullockswesucceededinyardingabout60.,
yard,"Mar 18, 1867",Richmond-Atkinson Papers,,2/236,,Hismastertooktheslip-paneldownandthedogthenroundedthesheepinandyardedthemwithoutanyorders.,(C.W. Richmond)
yard,1881,Chequered Career,NESFIELD,36,,"InAustralia,sheepareeitherinlargepaddockswhichareboundary-ridden,orelsetheyareshepherdedandyardedeverynight.",
yard,"Sep 23, 1924",Otago Witness,,23,,Veryfewwetherswereyarded.,
yard,"Jun 21, 1848",Wellington Independent,,3,3,"Howofthavetheaudienceinthathallowededificefeltthetearofsympathytrickledowntheircheeks,whilelisteningtotheaffectingaccountseloquentlyrelatedoftheactivityoftheirNewZealandagents,whenchasingthewildMaoriamongstwoods,rivers,andmountains,untilcaughtlikewildpigsorcattle,andwithdifficultybroughtinandyardedforafewdays,whenthemagiczealoftheagentshasnotonlytamedthemsoastoallowthemtorunloose,butremodeledthemintopureandundefiledChristians?",
yard,"May 5, 1860",Taranaki Herald,,3,,Somehorsesand7workingbullocksbelongingtotherebelnativesweredriveninandyardedbythemountedguides...,
yard boy,1986,"Century at Waitangi Station, A",ROBERTSON,47,,"Intheyear1901Iwasabout14yearsofageandwasworkingatthewoolscourasyardboyonWaitangiStation,ontheWaitakiRiver.",
yard dog,Mar 1907,NZ Farmer,,209,,"Sheepdogsareofthreedistinctclasses-theshowdog,orfancy-worker,themusteringorpaddockdog,andtheyardorforcingdog.",
yard dog,1907,NZ Farmer,,210,,Theutilitydogisadifferentclassofanimal.Heisoftwokinds-themusteringdogandtheyarddog.,
yard dog,1913,Country Work,CARR,13,,"Hecanpractice[sic]on..agoodnoisyyarddog,asallstationhandsareliabletobecalledupontoassistindraftingetc.",
yard dog,1962,"Life's Roundabout, A",ANDERSON,25,,"You'veoneusefulyardandnearathandhuntaway,andprobablyGeorgeBoddingtonwillsellyouahandyheadingdog.",
yard dog,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,76,,Forsolodraftingagoodyarddogisamust.,
yard dog,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,77,,"Ifyouhavedifficultsheepandlackagoodyarddog,theladyofthehousemightco-operate.",
yard dog,"Jul 22, 1971",NZ Farmer,,111,,Alitterofhandydogsmakegoodpaddockandyarddogseasytowork.,
yard dog,1996,"Trouble with Stock Agents, The",GORDON,39,,"Closethegates,tieupallbutyourhardyyarddogandyouarereadytostart.",
yard dog,"Nov 18, 1999",NZ Farmer,,16,,Agoodyarddogrequiresgutsequaltoanymusteringhuntaway...,
yard dog,1913,Country Work,CARR,33,,"Anewhand...iswiseinvestinginagoodhuntawayoraheadingdog.Hecanpractice[sic]onthe`killers'i.e.thesheepkepthandyforstationuse,orbetterstill,agoodnoisyyarddog,asallstationhandsareliabletobecalledupontoassistindrafting,etc.",
yard dog,"Apr 27, 1875",Auckland  Star,,2,,"Hissagaciousyarddogsawthefiercefight,partedthecombatants,drovehismaster'shome,andshuttheoutergate.",
yard dog,"Oct 9, 1884",Timaru Herald,,2,,"TheMailsuggeststhattheonlyconditionofescapefromthemaximumtaxshouldbeactualemploymentinworkingstock,unlessindeedabonafideyarddoginatown,whohastoooftenapracticalbusinesstoattendto,shouldbeputuponthesamefootingashisindustriouscousininthecountry.",
yard dog,"May 2, 1903","Star, The",,4,,Therearefarmbuildingswithagooddealoflivestockandthreeyarddogs.,
yard dog,"Sep 2, 1920",Evening Post,,1,,"FORSALE,2goodSheepDogs,oneheadandlead,onegoodhuntawayandyarddog.",
yard dog,"Jun 30, 1934",Evening Post,,2,,"FORSALE,BlackSheepDog,goodyarddog.",
yard dog,2000,Rabbiters' Glossary,SCURR,1,,YardDog:-Persontalkingallthetime,
yard,"Aug 18, 1900",Hawera Star,,4,,Nearlyeverythingyardedwassold.,
yard,"Nov 21, 1903",Hawera Star,,4,,"Fatcattle-211wereyarded,includingafairproportionofusefulsteers.",
yard,"Apr 12, 2001",NZ Farmer,,42,,Thereweresomeusefulewelambsyarded.,
yard,"Mar 19, 1903",Bush Advocate,,2,,"Afullyardingofbullocks,mostlyprimequality,wasyarded.",
yard,"Dec 7, 1918",Thames Star,,2,,"AtWestfieldfatstockmarketonWednesday,beefwasyardedinaveragequantities,mostlyofgoodquality,althoughnoextra-heavyweightswereyarded.",
yard,"Oct 16, 1852",Lyttelton Times,,6,,"YardingtheSheepbynight,assuggestedbytheCommittee,isquiteoutofthequestion,formanypartsofthecountryarequiteimpracticablefordrays,sothatnohurdles,orevensheepnetsandstakescouldbecarriedforthatpurpose,andbrushyardscouldnotbemadeforwantofmaterials.",
yard,"Dec 18, 1856",Diary,W.H.S. Roberts,,,"AtMacfarlane'sthemensaddledfreshhorsesandrodeinsomecattlewhichwehadagreatbothertoyard,aseverythingwasnew...Theyardwasdividedintothree-onelargeandtwosmall-butastherewasnocrushpen,ordraftingrace,wehadtoheadropethoserequiringbranding,andafterhaulingthemuptoacornerpost,leg-ropedandthrewthemon[44]theirside,placingalongleverontheirneckandunderthelowestrailsothattheywouldnotmovemuch...Whenreleasedthepoorbeastisnotinanamiabletemper...Soanyoneintheyardhastoclimbtherailsquickly...,andtheideathatitmaycatchyoubeforeyourlegsaresafelyoverthecaprailcertainlyacceleratesone'smovements.",W.H.S. Roberts diary in 1947 Beattie Early Runholding 43-
yard,"Oct 20, 1841",New Zealand Gazette & Wellington Spectator,,1,,"MESSRS.JOHNandGEORGEWADEhavethehonourtoannounce,thattheyhavereceivedinstructionstosubmittopubliccompetition,to-morrow,Thursday,the21stinstant,at1o'clock,bypermissionofG.Hunter,Esq.,attheyardsofMesrs.WillisandCo.,betweenPahTeAroandtheswamp,thewholeofthegrowncattle,exWinwick,fromTwofoldBay,consistingof-15FATBULLOCKS,and30SUPERIORMILCHCOWSinCALF.",
yard,"Sep 10, 1902",Otago Witness,,38,,"MRDONALDREID,Awell-knownauctioneerattheyards.",
yard,"Jul 5, 1986",Listener (New Zealand Listener),,23,,"Evenso,workisregardedasaprivilege,andthosewhodon'thaveitget`theyard'-typicallygreyconcretewithafewhardplankbenchesandanopenurinalinonecorner.",
yard hand,"Feb 19, 2005",Hawke's Bay Today,,4,,[heading]<b>YardHand/VehicleDetailer</b>,
yard job,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,80,,"Therearesomeotheryardjobs,eithercloseathomeorfartherbackontherun,whichweshoulddiscuss.",
yard sheep,2000,High Times in the High Country,KERR,82,,"Freezingworksyardersrewardanindividualyardsheep,calledtheJudassheep,toleadotherstothestickingpens.Sameprinciplehere.",
yard shepherd,1981,Loughnan Glossary,LOUGHNAN,49,,"Asthey[thesheep]hadtobeloadedurgently,theyardshepherdcouldsparenotimetotieupthelittleleadingbitchhehadbeenusing.",
yard up,"Dec 28, 1916",Marlborough Express,,8,,"Nodoubttheywilltellthestorymanyatimeandoft:""HowweyardupthedeerwithdogsatHillersden.""",
yard up,"Jan 3, 1931",Evening Post,,4,,"Whenthesteersweretakentothesceneoftherodeotheywereaccompaniedbytwotonsofhayforfeedduringthedayandnight;theywereyardedup,andwerewateredthricedaily.",
yard up,1888,Textile Educator I,,279,,"Yarding-upsheepisworkfitonlyforstoics,andstoics,andthesedonotaboundamongworkingmen.Thefrightfulilltreatmenttowhichsheeparesubjectedwhenbeingyarded-upispitiabletowitness.",
yard up,"Jun 25, 1898",Hawera Star,,2,,WeyardedupaconsiderablylargernumberofsheeponWednesdayatStHillStreetthanwasadvertised.,
yard up,"May 11, 1904",Chudleigh Diary,CHUDLEIGH,422,,"I..yardedup,cutandbranded...[yard-up]",Diary May 11 (1950) 422
yard up,1902,Brett's Colonists Guide,,318,,"Thesheepbeingyardedupintothedraftingpens,theoperatorstandsoutside",
yard up,"Apr 11, 1904",Chudleigh Diary,421,,1950,"Drenchedabout1000hoggets...WillieMurphycoughtandhandedoutto[422]thedrenchers.I...yardedup,cutandbrandedandhelp[sic]tocatch.",
yard up,"Oct 3, 1890",Taranaki Herald,,2,,"Bytheway,thisgentlemangotaseverehurtlastweekthroughbeingrushedbyanexcitedcowthathewasyardingup,andwhichhadbeendoggedtoomuch.",
yard work,1964,Practical Guide to Handling Dogs and Stock,MILLS ET AL,74,,"Thisdesirableattributeisevenmorenoticeableintheyards,wheretheydisplayanintelligent,where-do-we-go-nextattitudewhichisextremelyhelpfulinallphasesofyardwork.",
yard work,1980,"Dog's Life, A",MCGREGOR,10,,"WhenIfirstcamehere14yearsagowewentfromoneplacetotheothermustering.Wedidn'tdoanyyardworkorshedwork,wejustbroughtthesheepinandwentstraightontothenextplace.",
yard work,1993,Farming Under Aspiring,ASPINALL,177,,"OnanotheroccasionEwenwastold,aftertheyardworkanddraftingwasfinished,toopenthegate...",
yard work,2000,High Times in the High Country,KERR,72,,"Ihastwogreatbackingdogs,JimandDuke,idealforyardwork.",
yarded,1992,"Falcon and the Lark, The",,29,,Shecrossestheriverandcatchessightofnoisyactivitybesidesomebuildingswhereyardedsheeparebeingdrivenintoashedbyhumansanddogs.,
yarder,2000,High Times in the High Country,KERR,82,,"Freezingworksyardersrewardanindividualyardsheep,calledtheJudassheep,toleadotherstothestickingpens.",
yarder-up,1888,Textile Educator I,,261,,"Thefirstdip-handwastheyarder-up,whosedutyitwastokeepworkingthesheepforwardasthefinalsmallpenandtheyardleadingintoitwereemptied.",
yarder-up,1888,Textile Educator I,,279,,Theworkoftheyarder-upissimplyabominable.,
yarder-up,1985,Woolscours of NZ,BREMNER,15,,"Adescriptionofanunidentifiedsheepstationin1881recordedthatatwenty-twomangang...putthrough[thesheep-wash]1250sheepina...day.The`yarder-up'keptthepennearestthewashfullofsheep.Two`dry-chuckers-in'forcedsheepthroughaswingdoorwheretheyfellfourfeetintoa20-footwoodentroughfullofhotsoapywater....Thetroughwasdividedintofourpartitionswitha`crutcher'ateach.Fourtimeseachsheepwassoaped,itsbackscrubbedwithacrutch....Attheendofthetroughthree`wet-chuckers-in'hauledfrightenedsheepoutandsentthemdownthreeslidestothecold-waterrinsingwells.Eachwellhadtwospoutsofcoldwaterandfourhandscalled`spouters'whotiltedthesheep,partingthewool...",
yarding,1986,NZ Pocket Oxford Dictionary,,893,,yard...2v.t.NZ&Austral.put(sheepetc.)intoayardorshed.,nf. 1982 Collins Concise Eng. Dict.; 1985 Collins NZ Compact Dict. 555
yarding,"Feb 17, 1911",Hawke's Bay Herald,,19,,"A'heavyyarding'meansthesalepenswerefull:althoughtheyardingofstorecattlewasheavy,practicallythewholeoftheyardingwassold.",
yarding,"Feb 12, 1942",NZ Farmer,,28,,"HeavyyardingsoffatstockcameforwardatWestfield.Themainyardingconsistingoflight,agedewes.",
yarding,"Mar 11, 1943",NZ Farmer,,28,,"Muchoftheyardingcomprisedout-of-conditioncows,emptyorwithcalves.Thesheepyardingwastheheaviestoftheseason.",
yarding,1965,From the Top of a Hill,GASCOIGNE,57,,HadInoticedthesolidyardingofcattleadvertisedawaydownontheTaranakicoast?,
yarding,1975,Mostly a Farmer,WATERS,156,,"Butifitwasabigyardingandnooutsidebuyers,thenprobablyitwasagooddaytobuy.",
yarding,"Jun 1, 1994",NZ Farmer,,29,,TheEastCoastsaleyardsatTeAraroamaynothostthelargestyardingsofweanercattleinthecountry...,
yarding,"Apr 12, 2001",NZ Farmer,,42,,Theyardingof8553storesandprimesthatwerepennedatTemukaonApril9sawtheconditionofthestoresclearlyillustratingtheeffectsofthedrought...,
yarding,"Dec 6, 2001",Taranaki Daily News,,28,,Thisyardingisofaveryhighstandardandishighlyrecommendedtoshift.,
yarding,"May 10, 2002",Dominion,,16,,"..back-countryfarmersarereducingstocknumberstowinterlevels,andsomegoodyardingsofstockareanticipated.[heavyyarding,lightyarding]",
yarding,"Feb 11, 1988","Press, The",,27,,[Hdg]GoodYardingofBreedingEwes.Thefirstsizableyardingofadultbreedingewesthisyearwasafeatureofyesterday'sAddingtonstoresale.,
yarding,"Mar 26, 1993",Sunday Times (NZ),,12,,Thequalityoftheyardinganditsreputationhavebuiltupoverthelastfiveorsixyears.,
yarding,"Aug 5, 1924",Otago Witness,,15,,Sheepweremorenumerousinthestorepensthanatanysalesincetheautumnyardings.,
yarding,"Sep 23, 1924",Otago Witness,,33,,Therewasaverysmallyarding[offatpigs].,
yarding,"Mar 19, 1903",Bush Advocate,,2,,"Afullyardingofbullocks,mostlyprimequality,wasyarded.",
yarding,"Dec 7, 1918",Thames Star,,2,,"Alargeyarding,withgooddemandforvealersshowingquality.",
yarding,"Aug 8, 1945",Evening Post,,4,,"Tenderstobeendorsed""TenderforYardingandSlaughteringofStock,MunicipalAbattoir.""",
yarding,"Jan 12, 1937",King Country Chronicle,,3,,Theyardingofstoresheepwascomprisedprincipallyoflambsofallclasses.,
yarding,"Oct 25, 1865",Chudleigh Diary,CHUDLEIGH,202,,Thesheepbrokerepeatedlybeforewecouldgetthemin..rodehomeaftertheyardingandhadaplungebath.,Diary Oct 25 (1950) 202
yarding,"Jul 22, 1971",NZ Farmer,,65,,"..musteringonthetopsordrafting,yarding,tailing,dipping,shearing,trials..it'sadog'slife.",
yarding,1982,MAF Agricultural Glossary,MAF,15,,Yarding:Puttingsheepintoyardsorwoolshedwithadogorteamofdogs.,
yarding,1863,First Year in Canterbury Settlement,BUTLER,vii 89,,"...itisacommoncustom,abouteightornineo'clock[atnight]toyardones'team,andturnthemoutwiththefirstdaylightforanotherthreeorfourhoursfeed.Yardingbullocksis,however,abadplan.",
yarding,"Oct 25, 1865",Chudleigh Diary,,202,1950,Thesheepbrokerepeatedlybeforewecouldgetthemin.I...rodehomeaftertheyardingandhadaplungebath.,
yarding,1982,MAF Agricultural Glossary,,25,,Yarding:Puttingsheepintoyardsorwoolshedwithadogorteamofdogs.,
yarding-up,1902,Brett's Colonists Guide,,315,,Apieceofsackingorahandfullofflaxleavestiedtogetherarequitesufficientforyarding-up[sheep].,
yardman,1949,I Saw in My Dream,SARGESON,249,1974,"Buttheyweregoingthroughthebigopengatewayintotheyards,andtheboss,whileheansweredgreetingscalledtohimfromfarmersstandingabout,wastellingthemtokeepovertotheleft.Overthatwayayard-manwithhisdogwasopeningupapenforthemandsignallingthemon;",
yardman,"Feb 8, 1875","Star, The",,2,,"CANTERBURYSALEYARDSCOMPANY..Thirty-threeapplicationsforthesituationofyardmanwerereceived,andthechoiceofthemeetingfelluponMrT.P.Simpson.",
yardman,"Aug 23, 1902",Wanganui Herald,,3,,"Sheepleads,fromwhichallthepensmaybedrained,leadintothesideofthebuilding,renderingtheworkoftheyardmencomparativelyeasy.",
yards,2007,Drybread,Owen Marshall,160,,Theenlargedwindowgaveanevenbetterviewoftheyardsandthewoolshed.,
yards,"Nov 10, 1862",Journal and Letters (Walker),,,,HecameintotheWoolshedandIwentintotheyards.Itisjollyhardworkintheyards.,"(Mt Brown, Canterbury)"
yards,1863,First Year in Canterbury Settlement,BUTLER,ch x 147,,"Howmanyhandsshallyouwant?Wewillsayacoupleofgoodbushhands,whowillputupyourhutandyardsandwool-shed.<i>Ibid.</i>154[ff]Withoutgoodyardsitisimpossibletodothis[sheep-work]well-theyareanessentialofthehighestimportance.",
yards,"Mar 18, 1867",Richmond-Atkinson Papers,,2/236,1960,Ialsopayanothervisittotheyards....[Sheep]streamoverthegroundlikeafluidandtheoutsideofthemobalwaysconsistsofastringofanimalsinrapidmotion.,(C.W. Richmond)
yards,1871,Knocking About in NZ,MONEY,7,,"Amileorsodistant[fromthehomestead]wasthepoolwherethesheepwerewashed,approachedbyyards(i.e.,passagesandsquarescomposedofhurdlesorfences)leadingtothedip,anenclosedfloor,restingonapivot,which,whenfilledwithsheeptiltedup,andshottheunsuspecting`jumbucks'intothewaterbelow.",
yards,1874,Crusts: a settler's fare due south,KENNAWAY,73,,"Inafortnight'stimewefinishedasecondhut,adding...inthesummerashearing-house,wool-shedandyards.",
yards,1881,Chequered Career,NESFIELD,37,,"Inafewmonths'timeIhadlearntallthemostimportantitemsofabusheducation:howtocook,makebreadordamper,...workadog,workintheyards...",
yards,1899,In the Shadow of the Bush,BELL,8,,"Alargeclearingopenedoutontheright,andalittlewaybackfromtheroad-linestoodaslabhut-orwhare[e-acute],asitisgenerallycalledinNewZealand-ofaratherbetterappearancethanordinary,fromtheironchimneyofwhichissuedthesmokewhichthetravellershadseen.Fartherbackfromtheroadwereyardsandalargerbuildingevidentlyusedasawool-shed.",
yards,1926,Tutira,GUTHRIE-SMITH,153,,"Instead,therefore,ofcollectingthesheepfromeverypartoftherunandcountingthemintheyards,wetookdelivery`offthebooks'-thatis,weacceptedtheflockonthepreviousshearingandlambingtally.",
yards,"Dec 30, 1933","Press, The",,13,,"yards.Forsheep,usuallyintheplural,forstock,usuallysingular,probablybecausetheoldests.ys.onlyhadonepen.",Acland Glossary
yards,1937,Thomas,AYSON,86,,"Theygotagoodmusterofcattle,tookthemtotheyards,putthemthrough,keptthosethatweretobetamedinthepaddock,andlettherestoutinamob,eachtofinditswaytoitsownbeat.",
yarn,"Jul 23, 1862",Chudleigh Diary,,49,1950,Wehadalongyarnonthingsingeneral.<i>Ibid.</i>Dec2.155Wealwayshavegreatyarnswhenwegettogether.,
yarn,1938,Nor the Years Condemn,HYDE,165,,"..ifyoucangetsomeoftheolderMaorisyarning,youmighthearafewghoststoriesconnectedwiththattree.",
yarn,1943,English as it is spoken in NZ,BENNETT,91,,"Ayarnissimplyatalkorachat,notasailor'sstorynotevenatallstory.",
yarn,"Apr 4, 1952",Listener (New Zealand Listener),,7,,...youneverspeakwithaman;youhavea`yarn'tohim.,
yarn,1965,Among the Cinders,SHADBOLT,108,,`He'dbedelightedtohaveaquicklittleyarnwithyou.He'dbeawfullysorrytomissyou.',
yarn,1965,Among the Cinders,SHADBOLT,77,,"..JustsolongasIhaveayarnwithNick.'`That'sallyouwant,Dad?AyarnwithNick?'",
yarn,"Jun 14, 1876",Journal,PEACHE,,,Ienjoyedmytriptotownanditcertainlyisjollytohaveayarnwithfriendsafterbeing`upcountry'forsometime.,Peache Jnl in 1970 Gray Quiet with the Hills 46
yarn,"Feb 13, 1841",New Zealand Gazette & Wellington Spectator,,3,,"Sincemyyarnlastweek,wehavehadanarrivalfromthe""landofpromise""(don'tsayawordabout""performance,""orelseourEmigrantswon'tleaveus).",
yarn,"Jun 8, 1898",Auckland  Star,,3,,"'Rockher!'shecried,""anddarnthesocks/Withyarn,whileyouareyarning!'",
yarn,1873,Wonderland of the Antipodes,TINNE,31,,"Thekoreromighthavebeenindefinitelyprolonged,for,likeallcolonials,they[Maoris]aremuchgivento`yarning'...",
yarn,1925,Allen Adair,MANDER,137,1971,"Theyhadacomfortableevening,smokingandyarningaboutimpersonalmatters.",
yarn,1964,Collected Stories,SARGESON,304,,yarn:passthetimeinamicablechat.,Pearson Glossary
yarn,1965,Among the Cinders,SHADBOLT,102,,Shelikedyarningwithme.Thereweren'ttoomanypeopleshecouldyarnwithanymore....therewasn'tmuchprofitintalkingtoalonelyoldladyforhours.,
yarr,1926,Weeds of New Zealand,HILGENDORF & CALDER,80,1967,"SPURREY(<i>Spergulaarvensis</i>)isfrequentlycalledyarr,andinMarlborough,devilweed.Itisfoundasaseriousweedon[cold,sour]cultivatedlandinbothislands,...",
yarr,1969,Standard Common Names for Weeds,,88,,<i>yarr[=]spurrey[s]</i>,
YB,"Oct 9, 2004",Listener (New Zealand Listener),,20,,"Thisscheme,oraversionofit,willalmostcertainlyhappen,becausefinallytheYBsarerunningoutofsteam.",
YC,"Apr 10, 1950",Southern Cross (Wgton),,1,,"ThenewarrangementwillboosttheYCstothestatusoffullalternativestotheYAs,withthesamecoverage.",
YC,1976,"Fifth Season, The",GANT,38,,AllIevergetfromtheYC'saregoddamncricketcommentaries.,
YC station,1966,"Encyclopaedia of New Zealand, An",McLINTOCK,II/610,,FortheseriouslistenertheYCstationsprovideawealthofgoodmusicinwhichallschoolsofcompositionarewellrepresented.,
Ydub,"Apr 8, 2004",Wellington Contact,,2,,TheYWCAisrunningitsYdubholdiayprogrammeandself-defencecourseforyoungwomenduringtheAprilschoolholidays...TheYWCAisalsorunningafreeYdubself-defencedayfor12-18year-oldgirls...,
"yeah, right","Jun 8, 2002",Listener (New Zealand Listener),,14,,"It'sappallinghowcatchythatbeercommercialis,butyou'vegottoawardabig,fat""Yeah,Right!""-especiallytonumberthree.",
"yeah, right","Jun 14, 2002",Evening Post,,7,,"[Hdg]It'sclear-cut,Labourwillrulealone-yeahright!",
"yeah, right","Aug 13, 2003",Capital Times,,2,,"Statementslikethesehavemadeadisgustinglyunlovableandoffensivephraseoneofthecatchcriesofourtimes:""Yeah,<i>right.</i>""",
"yeah, right","Jun 27, 2002",Evening Post,,6,,"Oncewerewarriors?Yeah,right.",
"yeah, right","Mar 23, 2002",Listener (New Zealand Listener),,12,,"...wefearedalongerplayingseasonwouldshagoutourplayers.Yeah,right,astheysayinthebeerads.",
"yeah, right","Mar 13, 2004",Listener (New Zealand Listener),,21,,"EvenDominionBreweriesgotonthebandwagoninJanuary,withaTuibillboardinWelligntonthatsaid:""Idon'tmindpayingforAuckland'sroads...Yeahright.""",
"yeah, right","Aug 9, 2004",Sunday Star Times,,A2,,"Hisreassurancewoulddefinitelyqualifyasa""Yeah,right""moment.",
"yeah, right","Dec 3, 2002",Dominion Post,,B7,,"Yeah,right,asthebeeradsays,see<i>OnceWereWarriors</i>.",
"yeah, right","May 18, 2003",Sunday (Sunday Star Times Magazine),,33,,"Theprogrammemakershavestressedthatwhiletheywanted""contrast""theyhaven'tdeliberatelychosentoswapwomenwhoselivesarediametricallyopposed...yeah,right-astheTuibillboardssay.",
"yeah, right","May 11, 2002",Listener (New Zealand Listener),,34,,"No,Englishexplains,becausethey[sc.taxcuts]willbephasedinbymid-decade,justasformerReserveBankgovernorBrash'slastburstofraisingintrerestratesshouldbetaperingoff.Yeah,right.",
"yeah, right","May 22, 2003",Contact (Wgtn),,2,,"""I'mwaitingforthedaywhenwehavebigbillboardsliketheTuiadswhichsay'Itwon'thappentome.Yeahright'.""",
"yeah, right","Jul 18, 2002",Dominion Post,,B6,,"LabourwillprotectusfromGE.Yeah,right.",
"yeah, right","Dec 28, 2002",Listener (New Zealand Listener),,74,,"Maybeit'snosurprisethatwewereobsessedbydeath..andnear-death...Andlongedtoescape-<i>FrontierHouse,</i>-tosimpler,kinder(yeah,right)times.",
"yeah, right","Dec 28, 2003",Sunday Star Times,,B9,,ThenewABcoacheswillbeobjectiveCantabrians.(Asthebeersloganwouldsay-yeahright!!).,
"yeah, right","May 18, 2002",Listener (New Zealand Listener),,35,,"Heranswer:""Yeah,<i>right</i>.I'mnotapeepshow.I'maprofessional.",
"yeah, right","Jul 28, 2002",Sunday Star Times,,A10,,"Thecorporatesaregivingusgeneticallymodifiedfood.Noproblem,right?Yeah,right.",
"yeah, right","Jul 4, 2004",Sunday Star Times,,C8,,"Canraiserevenuethroughtaxation...yeah,right.Controlsoilreserves...yeah,right.Commandsaneffectivearmyandpoliceforce...yeah,right.Controlsthatother,largearmycampedonitsdoorstep...yeah,right.Makeslawsthatgovernthoseforeigntroopsandcontractors...yeah,right.",
